City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
358,kingscliff,-28.2667,153.5667,25.41,60,40,4.12,AU,1682645038
359,sikasso,10.9167,-7.0,28.32,15,85,1.91,ML,1682645038
360,bonthe,7.5264,-12.505,26.97,76,19,2.69,SL,1682645038
361,koryazhma,61.3143,47.1691,-1.35,87,97,3.69,RU,1682645039
362,suomussalmi,64.8869,28.9078,0.51,92,100,5.74,FI,1682645039
363,sagua la grande,22.8067,-80.0756,27.55,74,100,3.56,CU,1682645039
364,smithers,54.7804,-127.1743,11.18,40,75,4.63,CA,1682645039
365,nuuk,64.1835,-51.7216,1.34,80,8,5.81,GL,1682644875
366,zeya,53.75,127.2667,6.36,46,71,1.86,RU,1682645040
367,bac lieu,9.285,105.7244,30.52,69,77,6.64,VN,1682645040
368,geraldton,-28.7667,114.6,18.23,52,0,8.75,AU,1682645041
369,ukmerge,55.25,24.75,-0.74,88,0,2.86,LT,1682645041
370,nizhnevartovsk,60.9344,76.5531,6.01,100,100,3.13,RU,1682645041
371,mbake,14.7903,-15.908,23.45,48,1,6.67,SN,1682645042
372,vadso,70.0744,29.7487,0.49,93,76,5.66,NO,1682645042
373,inirida,3.8653,-67.9239,23.7,95,72,0.45,CO,1682645042
374,north bend,43.4065,-124.2243,25.13,77,0,9.26,US,1682645042
375,la sarre,48.8002,-79.1996,3.09,89,99,2.69,CA,1682645043
376,powell,40.1578,-83.0752,16.01,41,0,3.09,US,1682644867
377,pangody,65.85,74.4859,-6.04,94,100,8.39,RU,1682645043
378,shangzhi,45.2167,127.9667,10.44,80,100,1.0,CN,1682645044
379,prado,-17.3411,-39.2208,24.49,85,0,3.98,BR,1682645044
380,lake elmo,44.9958,-92.8794,13.99,79,40,4.12,US,1682645044
381,lompoc,34.6391,-120.4579,23.9,85,100,2.57,US,1682644957
382,vilhena,-12.7406,-60.1458,21.09,93,66,0.52,BR,1682645045
383,marmara ereglisi,40.97,27.9553,7.05,87,75,2.06,TR,1682645045
384,swiecie,53.4095,18.4474,2.09,75,0,1.34,PL,1682645046
385,biltine,14.5333,20.9167,30.98,31,52,8.14,TD,1682645046
386,calella,41.618,2.6678,17.75,84,51,1.74,ES,1682644766
387,vila franca do campo,37.7167,-25.4333,17.23,90,33,5.95,PT,1682645047
388,mersin,36.862,34.6509,13.85,87,58,2.03,TR,1682645047
389,tongchuanshi,35.0806,109.0897,14.38,47,99,9.54,CN,1682645047
390,lambarene,-0.7001,10.2406,23.55,95,100,0.63,GA,1682645048
391,mont-dore,-22.2833,166.5833,25.99,99,87,3.79,NC,1682645048
392,santa cruz,-17.8,-63.1667,21.7,88,20,2.06,BO,1682644849
393,homer,59.6425,-151.5483,8.22,66,75,5.66,US,1682645048
394,zahedan,29.4963,60.8629,18.95,39,20,3.09,IR,1682645049
395,port macquarie,-31.4333,152.9167,23.27,63,0,4.2,AU,1682645049
396,dunedin,-45.8742,170.5036,15.45,65,3,1.34,NZ,1682645049
397,tambacounda,13.7539,-13.7586,32.18,11,3,2.74,SN,1682645050
398,nuku'alofa,-21.1333,-175.2,26.19,94,75,6.17,TO,1682645050
399,margate,51.3813,1.3862,12.17,89,100,2.24,GB,1682645051
400,santa maria,-29.6842,-53.8069,13.61,100,0,0.51,BR,1682644883
401,igoumenitsa,39.5039,20.2656,14.26,67,5,2.63,GR,1682645051
402,el bauga,18.262,33.9081,27.25,11,69,5.89,SD,1682645052
403,tuy hoa,13.0833,109.3,27.84,76,90,2.32,VN,1682645052
404,san,13.3034,-4.8956,29.36,9,22,2.89,ML,1682644801
405,afega,-13.7973,-171.8531,33.0,75,75,8.23,WS,1682645053
406,kem',64.9555,34.5793,-0.95,94,38,5.14,RU,1682645053
407,toledo,39.8333,-4.0,20.13,30,91,1.72,ES,1682644943
408,kill devil hills,36.0307,-75.676,16.1,83,75,3.09,US,1682645053
409,slave lake,55.2834,-114.769,10.99,30,100,1.03,CA,1682644899
410,lorengau,-2.0226,147.2712,28.92,75,94,1.06,PG,1682645054
411,gaigeturi,33.4644,126.3183,18.03,59,75,1.03,KR,1682645054
412,nogliki,51.8333,143.1667,0.42,93,100,4.66,RU,1682645055
413,alofi,-19.0595,-169.9187,26.94,83,75,5.66,NU,1682644996
414,guane,22.2025,-84.0875,25.4,75,91,3.57,CU,1682645055
415,kavalerovo,44.2661,135.0572,15.06,46,100,0.18,RU,1682645056
416,okhotsk,59.3833,143.3,1.73,77,23,5.08,RU,1682645056
417,notodden,59.5594,9.2585,-0.27,81,3,1.69,NO,1682645056
418,leo,11.1,-2.1,25.62,54,71,2.63,BF,1682645057
419,chemolgan,43.1897,76.5292,7.81,42,0,2.52,KZ,1682645057
420,chom thong,18.4174,98.6743,31.89,55,6,0.59,TH,1682645058
421,tual,-5.6667,132.75,28.14,78,96,7.08,ID,1682645058
422,afaahiti,-17.75,-149.2833,29.93,75,34,3.1,PF,1682645058
423,ardud,47.6333,22.8833,2.54,93,0,2.68,RO,1682645059
424,nchelenge,-9.3451,28.734,18.89,77,7,3.63,ZM,1682645059
425,mikumi,-7.4041,36.9831,19.05,91,18,1.28,TZ,1682645059
426,tromso,69.6496,18.957,6.88,75,75,1.03,NO,1682644946
427,balkanabat,39.5108,54.3671,23.16,47,100,1.73,TM,1682645060
428,trairi,-3.2778,-39.2689,22.57,92,100,1.53,BR,1682644790
429,yatou,37.15,122.3833,14.09,70,95,8.19,CN,1682645061
430,olyokminsk,60.3736,120.4264,4.63,64,33,1.3,RU,1682645061
431,zinder,13.8072,8.9881,28.33,17,97,0.59,NE,1682645061
432,coahuayana de hidalgo,18.7,-103.6583,25.23,65,65,2.1,MX,1682645062
433,linxia chengguanzhen,35.6003,103.2064,5.29,68,100,1.94,CN,1682645062
434,salalah,17.0151,54.0924,29.05,79,40,1.54,OM,1682645062
435,san luis,-33.295,-66.3356,17.53,50,2,2.26,AR,1682644895
436,labytnangi,66.6572,66.4183,-6.28,86,100,2.2,RU,1682645063
437,darasun,51.6667,114.0,5.29,34,76,2.35,RU,1682645063
438,planaltina,-15.4528,-47.6142,20.55,63,68,0.32,BR,1682645063
439,mayfield,36.7417,-88.6367,15.18,74,100,0.0,US,1682645045
440,jiwani,25.05,61.7417,26.19,73,18,2.36,PK,1682645064
441,selkirk,50.1436,-96.8845,8.94,73,96,3.8,CA,1682645064
442,al bardiyah,31.7561,25.0865,15.74,72,0,6.99,LY,1682645065
443,port hedland,-20.3167,118.5667,30.03,28,100,5.66,AU,1682645065
444,howard springs,-12.497,131.047,31.66,75,79,3.41,AU,1682645065
445,mejit,10.2753,170.8646,27.19,81,33,8.2,MH,1682644874
446,bandarbeyla,9.4942,50.8122,28.04,76,100,3.83,SO,1682645066
447,ribeira brava,32.65,-17.0667,20.95,65,27,0.1,PT,1682645066
448,dakhla,23.6848,-15.958,18.79,93,0,5.31,EH,1682645067
449,jincheng,35.5022,112.8328,15.86,47,100,6.47,CN,1682645067
450,cobadin,44.0833,28.2167,5.73,72,6,5.24,RO,1682645067
451,alice springs,-23.7,133.8833,22.75,40,100,3.6,AU,1682644780
452,toma,12.7667,-2.8833,27.76,36,99,3.52,BF,1682645068
453,yamada,39.4667,141.95,16.53,43,16,2.84,JP,1682645068
454,adra,36.7496,-3.0206,25.21,57,90,1.06,ES,1682645069
455,tazovsky,67.4667,78.7,-7.14,92,100,3.86,RU,1682645069
456,jalai nur,49.45,117.7,6.91,41,79,4.53,CN,1682645069
457,qujing,25.4833,103.7833,20.48,42,0,6.27,CN,1682645070
458,tofol,5.3248,163.0078,27.88,83,100,1.54,FM,1682645070
459,road town,18.4167,-64.6167,27.05,78,40,3.09,VG,1682645070
460,sen monorom,12.45,107.2,26.79,60,100,0.88,KH,1682644816
461,igarra,7.2827,6.0878,22.67,88,100,0.59,NG,1682645071
462,port douglas,-16.4833,145.4667,26.81,62,13,6.18,AU,1682645071
463,mount pearl,47.5166,-52.7813,0.47,91,100,4.63,CA,1682645071
464,zagora,30.3484,-5.8365,26.52,13,6,1.48,MA,1682645072
465,ilebo,-4.3167,20.5833,21.42,98,44,0.42,CD,1682645072
466,sao joao da barra,-21.6403,-41.0511,22.42,91,8,2.93,BR,1682645073
467,kudahuvadhoo,2.6708,72.8944,28.67,71,100,1.72,MV,1682644879
468,klyuchi,52.2667,79.1667,14.65,53,100,4.11,RU,1682645073
469,neryungri,56.6709,124.6491,0.06,73,45,0.83,RU,1682645074
470,karratha,-20.7377,116.8463,29.29,46,99,3.29,AU,1682645074
471,fonte boa,-2.4959,-66.2662,23.49,96,39,1.1,BR,1682645074
472,kawambwa,-9.7915,29.0791,14.5,87,87,3.69,ZM,1682645075
473,keffi,8.8486,7.8736,24.11,80,100,1.59,NG,1682645075
474,mareeba,-17.0,145.4333,28.05,53,1,2.41,AU,1682645076
475,alaghsas,17.0187,8.0168,29.27,12,77,3.32,NE,1682645076
476,ceres,37.5949,-120.9577,33.16,27,0,3.6,US,1682645077
477,necochea,-38.5473,-58.7368,15.2,59,57,4.76,AR,1682645077
478,eduardo castex,-35.915,-64.2945,19.99,49,5,3.9,AR,1682645077
479,novovarshavka,54.1721,74.6946,16.21,40,100,5.42,RU,1682645078
480,port lincoln,-34.7333,135.8667,16.21,49,99,6.94,AU,1682645078
481,eldorado at santa fe,35.5264,-105.9347,18.25,16,0,7.72,US,1682645079
482,egilsstadir,65.2653,-14.3948,-3.05,74,75,3.09,IS,1682645079
483,bethanie,-26.4833,17.15,16.03,33,89,0.73,NA,1682645079
484,awjilah,29.1081,21.2869,17.69,37,0,5.35,LY,1682645080
485,colombo,6.9319,79.8478,26.0,87,91,2.39,LK,1682644824
486,ankang,32.68,109.0172,15.66,82,100,1.89,CN,1682645080
487,bougouni,11.417,-7.479,28.44,11,85,1.56,ML,1682645081
488,riviere-du-loup,47.8304,-69.5342,8.15,66,38,2.57,CA,1682645026
489,malakal,9.5334,31.6605,25.65,71,100,2.72,SS,1682645081
490,vilyuysk,63.7553,121.6247,1.75,86,93,1.89,RU,1682645081
491,mount isa,-20.7333,139.5,28.87,37,8,3.09,AU,1682645082
492,san jose del cabo,23.0589,-109.6977,27.16,59,0,4.63,MX,1682645082
493,arua,3.0201,30.9111,18.09,89,99,1.18,UG,1682645082
494,sisimiut,66.9395,-53.6735,-2.79,79,15,4.7,GL,1682645083
495,codajas,-3.8367,-62.0569,24.8,90,100,0.99,BR,1682645083
496,portland,45.5234,-122.6762,26.99,46,0,3.6,US,1682645060
497,porto novo,6.4965,2.6036,26.9,83,100,1.89,BJ,1682645084
498,waiuku,-37.25,174.75,20.14,68,100,1.91,NZ,1682645084
499,horta,38.5333,-28.6333,15.57,82,18,7.6,PT,1682645085
500,mchinji,-13.7984,32.8802,13.22,97,12,1.32,MW,1682645085
501,panevezys,55.7333,24.35,0.27,90,4,3.06,LT,1682645085
502,wisconsin rapids,44.3836,-89.8174,14.05,58,0,2.06,US,1682645085
503,mhamid,29.82,-5.72,28.01,11,1,3.06,MA,1682645086
504,salym,60.0625,71.4789,4.85,93,100,3.43,RU,1682645086
505,muhammadabad,25.6333,83.75,28.93,28,100,0.85,IN,1682645087
506,yardimli,38.9206,48.2372,12.3,70,75,2.19,AZ,1682645087
507,tataouine,32.9297,10.4518,18.38,48,0,2.4,TN,1682645087
508,juegang,32.3174,121.1855,18.78,77,63,4.46,CN,1682645088
509,kalmunai,7.4167,81.8167,26.63,82,76,2.07,LK,1682645088
510,el granada,37.5027,-122.4694,32.18,72,0,8.75,US,1682645088
511,miri,4.4148,114.0089,31.08,74,40,1.03,MY,1682645089
512,saint-joseph,-21.3667,55.6167,21.21,77,60,3.84,RE,1682645089
513,manggar,-2.8833,108.2667,28.21,68,100,1.06,ID,1682645090
514,malyn,50.7723,29.2383,2.3,81,13,4.09,UA,1682645090
515,enshi,30.3,109.4833,20.46,72,32,0.97,CN,1682645090
516,la union,-5.4,-80.75,28.51,58,96,6.94,PE,1682645091
517,puerto baquerizo moreno,-0.9,-89.6,26.03,80,100,4.42,EC,1682645091
518,al jubayl,27.0112,49.6583,23.01,36,0,3.81,SA,1682645092
519,el calafate,-50.3408,-72.2768,5.64,83,89,2.04,AR,1682645092
520,zayed city,24.3768,54.589,25.56,44,0,2.57,AE,1682645092
521,ad dilam,23.9915,47.1627,23.23,41,9,2.41,SA,1682645093
522,jiuquan,39.7432,98.5174,5.71,25,0,2.35,CN,1682645093
523,whistler,50.1164,-122.9695,18.57,27,0,1.03,CA,1682644860
524,puerto armuelles,8.2833,-82.8667,27.99,80,63,2.04,PA,1682645094
525,camacupa,-12.0167,17.4833,12.29,70,9,2.28,AO,1682645094
526,fort bragg,35.139,-79.006,18.23,93,100,2.57,US,1682645094
527,cockburn town,21.4612,-71.1419,25.91,73,11,5.29,TC,1682645015
528,lionel town,17.8101,-77.2406,27.94,79,100,2.34,JM,1682645095
529,miguel ahumada,30.6167,-106.5167,26.19,7,1,4.86,MX,1682644881
530,reggane,26.7158,0.1714,30.09,10,0,7.5,DZ,1682645095
531,murudeshwara,14.0943,74.4845,26.25,78,27,1.7,IN,1682645096
532,pul-e khumri,35.9446,68.7151,17.57,25,0,0.8,AF,1682645096
533,ekibastuz,51.6667,75.3667,15.56,45,98,4.62,KZ,1682645096
534,kiunga,-6.1219,141.2906,27.01,91,71,1.31,PG,1682644994
535,takoradi,4.8845,-1.7554,25.48,87,100,3.6,GH,1682645097
536,koprivnica,46.1628,16.8275,7.94,73,94,1.89,HR,1682645097
537,villa ojo de agua,-29.5,-63.6938,16.28,74,0,3.6,AR,1682645098
538,stephenville,32.2207,-98.2023,18.98,72,0,2.87,US,1682645098
539,sao felix do xingu,-6.6447,-51.995,22.23,95,13,0.71,BR,1682645099
540,las heras,-46.5419,-68.9359,9.21,44,100,6.88,AR,1682645099
541,pikalevo,59.5183,34.1664,8.18,90,100,3.23,RU,1682645099
542,usinsk,65.9939,57.5281,-6.46,93,75,4.95,RU,1682645100
543,fuling,29.7022,107.3919,21.11,76,83,0.88,CN,1682645100
544,peterhead,57.5058,-1.7981,7.22,94,100,9.28,GB,1682645100
545,urangan,-25.3,152.9,21.78,79,53,6.64,AU,1682645101
546,moree,-29.4667,149.85,23.71,47,0,5.04,AU,1682645101
547,la'ie,21.6477,-157.9253,24.66,79,100,3.2,US,1682645102
548,tucupita,9.0622,-62.051,24.18,94,100,1.97,VE,1682645102
549,island harbour,50.724,-1.2758,12.74,96,100,3.58,GB,1682645102
550,kyshtovka,56.555,76.6271,13.83,51,98,4.98,RU,1682645103
551,hadibu,12.65,54.0333,27.93,74,100,3.18,YE,1682645103
552,box elder,41.5005,-112.8764,16.58,44,100,6.76,US,1682645104
553,beberibe,-4.1797,-38.1306,24.32,88,100,1.3,BR,1682645104
554,kutahya,39.4242,29.9833,3.32,94,100,3.11,TR,1682645104
555,paphos,34.7667,32.4167,16.88,67,75,2.06,CY,1682645105
556,carahue,-38.7,-73.1667,14.75,87,100,0.58,CL,1682645105
557,kargil,34.5667,76.1,-0.3,63,100,2.36,IN,1682645105
558,mana,5.6592,-53.7767,24.99,91,100,3.05,GF,1682644990
559,yonggwang-up,40.0183,127.4547,16.62,28,100,1.71,KP,1682645106
560,yarmouth,41.7057,-70.2286,9.26,89,0,3.6,US,1682645106
561,labrador city,52.9463,-66.9114,3.95,65,20,2.06,CA,1682645107
562,badvel,14.75,79.05,26.54,85,5,1.07,IN,1682645107
563,daru,-9.0763,143.2092,27.75,84,100,5.55,PG,1682645108
564,mendoza,-32.8908,-68.8272,18.74,59,0,2.06,AR,1682645108
565,johi,26.6921,67.6133,25.9,49,30,2.75,PK,1682645108
